8.769503	8.769503	look down
11.027098	11.027098	stop
13.425166	13.425166	look left
13.896752	13.896752	look right
14.328204	14.328204	stop
16.385124	16.385124	tilt left
17.539006	17.539006	stop
22.666255	22.666255	look down
29.178162	29.178162	stop
36.382399	36.382399	tilt left
37.977767	37.977767	stop
41.750459	41.750459	look down
43.516400	43.516400	stop
45.422813	45.422813	look down
46.466324	46.466324	stop
