7.895902	7.895902	look right
11.026126	11.026126	stop
14.525646	14.525646	look up
15.739047	15.739047	stop
19.511143	19.511143	look down
22.368791	22.368791	stop
25.349538	25.349538	tilt left
25.560564	25.560564	stop
31.891354	31.891354	tilt right
32.383749	32.383749	stop
35.012785	35.012785	tilt left
35.311739	35.311739	stop
38.784881	38.784881	look down
41.466674	41.466674	stop
